               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 159,            0.041502,           0.0091296,           0.0076204,             0.69572,             0.94289,             0.90436,             0.46514,            0.043606,           0.0047177,           0.0058688,           0.0052171,           0.0052171,            0.041317
                 160,            0.050943,           0.0077132,             0.01132,              0.7726,             0.92129,             0.91773,             0.42816,            0.037721,           0.0048005,           0.0056628,           0.0052361,           0.0052361,            0.040936
                 161,            0.043814,             0.00822,           0.0082593,             0.85045,             0.92883,             0.91806,             0.49055,            0.037171,           0.0047775,           0.0058222,            0.005255,            0.005255,            0.040555
                 162,            0.046039,           0.0086737,            0.008341,             0.72559,             0.94606,             0.90309,             0.48116,             0.03988,           0.0046659,           0.0056805,           0.0052736,           0.0052736,            0.040174
                 163,            0.047081,           0.0080607,           0.0090623,             0.91648,             0.93328,             0.97893,             0.51583,            0.037362,           0.0046138,           0.0055739,           0.0052919,           0.0052919,            0.039792
                 164,            0.042528,           0.0088331,           0.0081544,             0.85509,             0.90265,             0.95172,             0.47403,            0.038031,           0.0045777,           0.0055493,           0.0053101,           0.0053101,             0.03941
                 165,            0.047996,            0.007909,           0.0081836,             0.76039,             0.90741,              0.8999,             0.31321,            0.055358,           0.0045479,            0.005293,            0.005328,            0.005328,            0.039028
                 166,            0.066812,           0.0075835,           0.0079174,             0.60735,              0.8136,             0.80612,             0.30633,            0.057707,           0.0044932,           0.0054084,           0.0053457,           0.0053457,            0.038646
                 167,            0.061729,           0.0076691,            0.010314,             0.61217,             0.90741,             0.87687,              0.4089,            0.048403,           0.0045776,            0.005728,           0.0053631,           0.0053631,            0.038263
                 168,            0.054735,           0.0089642,            0.008662,             0.57283,             0.96296,              0.8755,              0.4623,            0.050414,           0.0046224,           0.0057333,           0.0053804,           0.0053804,             0.03788
                 169,            0.055326,           0.0087466,           0.0080853,             0.59277,                   1,             0.85857,             0.50637,            0.048558,           0.0047196,           0.0058016,           0.0053974,           0.0053974,            0.037497
                 170,            0.050714,           0.0078517,           0.0079913,              0.7983,              0.7963,             0.88098,             0.55175,            0.042292,           0.0049041,           0.0060398,           0.0054142,           0.0054142,            0.037114
                 171,            0.048903,            0.009441,           0.0091701,             0.77944,              0.7037,             0.79266,             0.37797,            0.040155,           0.0049378,           0.0060367,           0.0054307,           0.0054307,            0.036731
                 172,            0.044724,           0.0079636,           0.0084628,             0.83106,             0.88889,             0.93427,             0.46715,            0.037217,           0.0048693,           0.0059295,            0.005447,            0.005447,            0.036347
                 173,            0.039022,           0.0087803,            0.010044,             0.98529,                   1,               0.995,             0.65036,            0.030704,           0.0045394,           0.0056411,           0.0054631,           0.0054631,            0.035963
                 174,            0.047592,           0.0086367,           0.0076738,             0.70839,             0.83333,             0.82957,             0.38451,            0.050191,           0.0045593,           0.0053529,            0.005479,            0.005479,            0.035579
                 175,            0.054899,           0.0098575,           0.0072254,             0.79532,             0.94408,             0.93838,              0.4075,            0.040358,           0.0044385,            0.005223,           0.0054946,           0.0054946,            0.035195
                 176,            0.038405,           0.0075226,           0.0076238,             0.90879,             0.99925,               0.995,             0.48236,            0.030191,           0.0043299,           0.0051058,             0.00551,             0.00551,             0.03481
                 177,            0.041664,           0.0086508,           0.0067929,             0.72947,             0.96238,             0.91625,             0.50946,            0.036884,           0.0044133,           0.0050304,           0.0055252,           0.0055252,            0.034425
                 178,            0.045277,            0.009505,           0.0072136,             0.80326,             0.96296,             0.93652,             0.57379,             0.03275,           0.0042969,           0.0049277,           0.0055402,           0.0055402,             0.03404
                 179,            0.038914,           0.0069799,           0.0069235,             0.95146,             0.85381,             0.99246,             0.61393,            0.034716,           0.0043541,           0.0049476,           0.0055549,           0.0055549,            0.033655
                 180,            0.043147,           0.0074178,           0.0073049,             0.72284,             0.98138,             0.94515,             0.55908,             0.03594,           0.0044107,           0.0049826,           0.0055694,           0.0055694,            0.033269
                 181,            0.045103,           0.0087177,           0.0078316,             0.97069,             0.92593,             0.98947,              0.5879,            0.031377,           0.0042838,           0.0050268,           0.0055836,           0.0055836,            0.032884
                 182,            0.038636,           0.0080722,           0.0068045,             0.82701,             0.90741,               0.942,             0.50223,            0.032143,           0.0042048,           0.0051101,           0.0055976,           0.0055976,            0.032498
                 183,            0.041724,           0.0073817,           0.0065494,             0.82876,             0.69371,             0.85234,             0.39478,             0.04256,           0.0042197,           0.0049682,           0.0056114,           0.0056114,            0.032111
                 184,            0.049073,           0.0089449,           0.0068534,             0.70475,             0.88675,             0.85403,             0.44822,            0.039178,             0.00412,           0.0049539,            0.005625,            0.005625,            0.031725
                 185,            0.041709,           0.0084832,           0.0073446,              0.7963,             0.86997,             0.87378,             0.53803,            0.038855,            0.004087,           0.0049106,           0.0056383,           0.0056383,            0.031338
                 186,            0.052359,           0.0075602,           0.0071525,             0.68227,             0.92593,             0.80451,             0.28152,            0.051022,           0.0044368,           0.0048683,           0.0056514,           0.0056514,            0.030951
                 187,            0.056994,            0.007812,           0.0065976,             0.65967,               0.839,             0.76783,             0.40825,            0.042845,           0.0044353,           0.0051431,           0.0056643,           0.0056643,            0.030564
                 188,            0.047185,           0.0074854,           0.0081735,             0.84815,             0.92593,             0.93224,             0.54614,            0.030971,           0.0045059,           0.0054868,           0.0056769,           0.0056769,            0.030177
                 189,            0.041747,           0.0078491,           0.0085967,             0.84819,             0.92629,             0.95965,             0.60066,            0.031745,           0.0043688,           0.0053189,           0.0056893,           0.0056893,            0.029789
                 190,            0.037423,           0.0093708,           0.0097735,             0.68553,             0.92613,             0.86718,              0.4727,            0.031445,           0.0042614,           0.0052405,           0.0057015,           0.0057015,            0.029402
                 191,            0.035024,           0.0084442,           0.0082216,             0.78918,             0.88628,             0.93285,             0.51734,            0.033551,           0.0043036,           0.0048125,           0.0057135,           0.0057135,            0.029013
                 192,            0.041698,           0.0076198,           0.0075613,             0.82389,             0.88152,               0.911,             0.51209,            0.042058,           0.0042863,           0.0054113,           0.0057252,           0.0057252,            0.028625
                 193,            0.047852,           0.0090425,           0.0074625,             0.94082,             0.87099,             0.97378,             0.62462,             0.03502,           0.0042104,           0.0076483,           0.0057367,           0.0057367,            0.028237
                 194,            0.042886,           0.0078388,            0.010098,             0.66806,             0.99982,             0.92652,             0.64382,            0.033535,            0.004316,           0.0049126,           0.0057479,           0.0057479,            0.027848
                 195,            0.039423,           0.0081921,           0.0066702,             0.83862,             0.90741,             0.93233,             0.55905,             0.03552,           0.0043228,           0.0079604,           0.0057589,           0.0057589,            0.027459
                 196,             0.03857,           0.0075562,            0.010243,             0.88984,             0.93829,             0.93337,             0.58321,             0.02783,           0.0042284,            0.010465,           0.0057697,           0.0057697,             0.02707
                 197,            0.035676,           0.0076063,            0.011814,             0.82273,             0.99419,             0.97774,             0.62788,            0.035327,           0.0041874,            0.005416,           0.0057803,           0.0057803,             0.02668
                 198,            0.043543,           0.0074212,           0.0069937,             0.77158,             0.98078,             0.93459,             0.46352,            0.035948,           0.0042214,           0.0055526,           0.0057906,           0.0057906,            0.026291
                 199,            0.043036,           0.0076063,           0.0074377,             0.93274,             0.94375,             0.95617,             0.53368,            0.030519,           0.0042619,           0.0058013,           0.0058007,           0.0058007,            0.025901
                 200,            0.033331,           0.0091593,            0.006474,             0.99411,             0.96437,               0.995,             0.69969,            0.024155,           0.0043873,           0.0072141,           0.0058106,           0.0058106,            0.025511
                 201,            0.037716,           0.0065958,            0.006421,             0.87508,             0.94432,             0.95258,             0.47414,            0.039675,           0.0045867,           0.0077738,           0.0058202,           0.0058202,             0.02512
                 202,            0.042799,           0.0069506,           0.0080198,             0.96294,                   1,             0.99307,             0.60081,             0.02923,           0.0043676,           0.0043649,           0.0058296,           0.0058296,             0.02473
                 203,            0.033036,            0.008476,           0.0073834,             0.97736,             0.99906,               0.995,             0.68125,            0.025435,            0.004331,           0.0044216,           0.0058388,           0.0058388,            0.024339
                 204,            0.036197,           0.0076418,           0.0059506,             0.79882,             0.97843,             0.98292,             0.69938,            0.036487,           0.0042741,           0.0044029,           0.0058477,           0.0058477,            0.023948
                 205,            0.045707,           0.0076359,           0.0070362,             0.84926,             0.97888,             0.98373,             0.53261,            0.035751,           0.0043069,           0.0044661,           0.0058564,           0.0058564,            0.023556
                 206,            0.042621,           0.0074327,           0.0084524,             0.90527,             0.99945,             0.97754,             0.68869,            0.027929,           0.0042083,           0.0043306,           0.0058649,           0.0058649,            0.023165
                 207,             0.04378,           0.0081076,           0.0060041,             0.66009,             0.94699,             0.93051,             0.52106,            0.043983,           0.0044114,           0.0044782,           0.0058732,           0.0058732,            0.022773
                 208,            0.048786,           0.0076934,           0.0068384,             0.94325,                   1,             0.98976,             0.73421,            0.029594,           0.0043148,           0.0048367,           0.0058812,           0.0058812,            0.022381
                 209,            0.035179,           0.0084251,           0.0082597,             0.98735,                   1,               0.995,             0.68932,            0.026396,           0.0042611,           0.0052099,            0.005889,            0.005889,            0.021989
                 210,            0.030666,           0.0087577,           0.0080918,              0.9649,                   1,             0.98921,             0.68967,             0.02349,           0.0042312,            0.005507,           0.0058966,           0.0058966,            0.021597
                 211,            0.033645,           0.0066547,           0.0069029,             0.97127,             0.99942,             0.98623,             0.65727,            0.026224,           0.0041664,           0.0057894,           0.0059039,           0.0059039,            0.021204
                 212,            0.039575,           0.0078365,           0.0072858,             0.87671,                   1,               0.995,             0.68611,            0.027418,            0.004156,           0.0058738,            0.005911,            0.005911,            0.020811
                 213,            0.037335,           0.0081224,           0.0077744,             0.98608,                   1,               0.995,             0.69584,            0.024313,           0.0040527,           0.0056848,           0.0059179,           0.0059179,            0.020418
                 214,            0.032763,           0.0076026,           0.0075155,             0.99202,                   1,               0.995,             0.66267,            0.023334,            0.003955,           0.0053376,           0.0059246,           0.0059246,            0.020025
                 215,            0.036296,           0.0075004,           0.0085742,             0.97545,                   1,               0.995,             0.67575,            0.027471,           0.0039572,           0.0049516,            0.005931,            0.005931,            0.019631
                 216,            0.038642,            0.007713,           0.0074014,             0.97405,              0.9803,               0.985,             0.64689,             0.02961,           0.0039537,           0.0047785,           0.0059372,           0.0059372,            0.019237
                 217,            0.036654,           0.0078669,           0.0099905,             0.94264,                   1,               0.995,             0.66131,            0.023803,           0.0038673,           0.0046497,           0.0059432,           0.0059432,            0.018843
                 218,            0.035937,           0.0060412,           0.0090883,             0.99293,                   1,               0.995,             0.67905,            0.024872,           0.0040002,           0.0045371,            0.005949,            0.005949,            0.018449
                 219,            0.030065,           0.0076982,            0.006334,             0.99344,                   1,               0.995,             0.75768,            0.020789,           0.0039065,           0.0043576,           0.0059545,           0.0059545,            0.018055
                 220,            0.033361,           0.0072577,           0.0058641,             0.97553,                   1,             0.98535,             0.55738,            0.028379,           0.0040742,            0.004223,           0.0059598,           0.0059598,             0.01766
                 221,            0.039006,           0.0079584,           0.0061621,             0.89483,                   1,             0.99307,             0.67807,            0.028266,           0.0039304,             0.00411,           0.0059649,           0.0059649,            0.017265
                 222,             0.03915,           0.0083403,           0.0055472,             0.91901,             0.99998,             0.98754,             0.64329,            0.028229,           0.0039915,           0.0041267,           0.0059698,           0.0059698,             0.01687
                 223,            0.035817,           0.0071816,           0.0065969,             0.97992,                   1,             0.98535,             0.59114,            0.027002,           0.0040297,           0.0041169,           0.0059744,           0.0059744,            0.016474
                 224,            0.037478,           0.0079872,           0.0080602,             0.90312,             0.99958,             0.94523,             0.61956,            0.029239,           0.0040355,           0.0041585,           0.0059788,           0.0059788,            0.016079
                 225,            0.041868,           0.0079633,           0.0069503,             0.97772,                   1,               0.995,             0.54888,            0.028432,           0.0039872,           0.0042377,            0.005983,            0.005983,            0.015683
                 226,            0.036612,           0.0079165,           0.0065037,             0.92332,             0.98148,             0.98751,             0.64906,            0.024668,           0.0040229,           0.0050403,            0.005987,            0.005987,            0.015287
                 227,            0.033687,           0.0079575,           0.0076464,             0.94828,             0.98148,             0.98059,             0.66481,            0.023579,           0.0039761,           0.0062085,           0.0059908,           0.0059908,            0.014891
                 228,            0.035307,           0.0085166,           0.0065823,             0.92747,             0.88662,             0.97269,             0.66374,            0.027643,            0.003986,           0.0079376,           0.0059943,           0.0059943,            0.014494
                 229,            0.035651,           0.0073234,           0.0080354,             0.96627,             0.92902,             0.98561,             0.63292,            0.028311,           0.0040075,           0.0077541,           0.0059976,           0.0059976,            0.014098
                 230,            0.036727,           0.0071465,           0.0069983,             0.98168,             0.98148,             0.99412,             0.69908,            0.027504,           0.0040021,           0.0053498,           0.0060007,           0.0060007,            0.013701
                 231,            0.034537,           0.0075132,           0.0058472,             0.99174,                   1,               0.995,             0.70127,            0.025448,           0.0039575,           0.0044248,           0.0060036,           0.0060036,            0.013304
                 232,            0.035014,           0.0076033,           0.0064161,             0.98232,                   1,               0.995,              0.6923,            0.029065,           0.0040363,           0.0043895,           0.0060063,           0.0060063,            0.012906
                 233,            0.036194,           0.0075575,            0.008845,              0.9872,                   1,               0.995,             0.69991,            0.027027,            0.003941,           0.0043055,           0.0060087,           0.0060087,            0.012509
                 234,            0.034752,           0.0071943,           0.0080565,             0.98865,                   1,               0.995,             0.67236,            0.025539,           0.0038526,           0.0044877,            0.006011,            0.006011,            0.012111
                 235,            0.033185,           0.0066033,           0.0053664,             0.99671,                   1,               0.995,             0.65339,            0.027827,            0.003883,           0.0043114,            0.006013,            0.006013,            0.011713
                 236,            0.033972,           0.0073753,           0.0062313,             0.99761,                   1,               0.995,             0.72661,            0.021081,           0.0038065,           0.0042673,           0.0060148,           0.0060148,            0.011315
                 237,            0.028045,           0.0070385,           0.0065573,             0.99795,                   1,               0.995,             0.75347,            0.020722,           0.0037609,           0.0042132,           0.0060164,           0.0060164,            0.010916
                 238,            0.031163,           0.0073593,           0.0076804,             0.99907,                   1,               0.995,             0.73894,            0.023399,           0.0037696,           0.0039084,           0.0060177,           0.0060177,            0.010518
                 239,            0.032415,           0.0073128,           0.0068873,             0.99884,                   1,               0.995,             0.69332,            0.024109,           0.0037285,           0.0038135,           0.0060189,           0.0060189,            0.010119
                 240,            0.030622,           0.0071248,           0.0050754,             0.99741,                   1,               0.995,             0.76773,            0.022545,           0.0036746,           0.0037329,           0.0060199,           0.0060199,           0.0097199
                 241,            0.033477,           0.0065507,           0.0049626,             0.91109,                   1,             0.98062,              0.6347,            0.029059,           0.0038381,           0.0036685,           0.0060206,           0.0060206,           0.0093206
                 242,            0.035577,           0.0073944,           0.0057966,             0.94401,                   1,             0.98686,               0.699,            0.026567,           0.0036983,           0.0036654,           0.0060211,           0.0060211,           0.0089211
                 243,            0.034009,           0.0066245,           0.0053939,             0.99775,             0.99996,               0.995,             0.63398,            0.029678,           0.0038488,           0.0036854,           0.0060215,           0.0060215,           0.0085215
                 244,            0.033209,           0.0077346,           0.0071523,              0.9995,                   1,               0.995,             0.73626,            0.022865,           0.0037049,             0.00378,           0.0060216,           0.0060216,           0.0081216
                 245,            0.031385,           0.0059292,           0.0087412,             0.99964,                   1,               0.995,             0.73149,            0.022715,           0.0037183,           0.0038457,           0.0060215,           0.0060215,           0.0077215
                 246,             0.03109,           0.0066879,           0.0047731,             0.99917,                   1,               0.995,             0.70908,            0.025164,           0.0038327,           0.0039264,           0.0060212,           0.0060212,           0.0073212
                 247,             0.03268,           0.0076171,           0.0063052,             0.99968,             0.99997,               0.995,             0.70455,            0.021819,           0.0038357,           0.0039301,           0.0060207,           0.0060207,           0.0069207
                 248,            0.030064,           0.0055756,            0.005563,             0.99763,                   1,               0.995,             0.72107,            0.022134,           0.0038186,           0.0039415,             0.00602,             0.00602,             0.00652
                 249,             0.02607,           0.0063053,           0.0053499,             0.99906,                   1,               0.995,             0.73252,             0.02136,           0.0037823,            0.003812,           0.0060191,           0.0060191,           0.0061191
                 250,            0.030145,           0.0062593,            0.004924,             0.99826,                   1,               0.995,             0.73427,            0.025112,           0.0038025,           0.0037037,               0.006,               0.006,               0.006
                 251,              0.0337,           0.0080997,           0.0059353,             0.99903,                   1,               0.995,             0.69525,            0.023499,           0.0037454,           0.0036211,               0.006,               0.006,               0.006
                 252,            0.028886,           0.0069629,           0.0054859,             0.99893,                   1,               0.995,              0.8099,            0.019201,           0.0037027,           0.0035691,           0.0059749,           0.0059749,           0.0059749
                 253,             0.02758,           0.0062643,            0.004965,             0.99832,                   1,               0.995,             0.74035,            0.023106,           0.0038136,           0.0034613,           0.0059497,           0.0059497,           0.0059497
                 254,            0.037368,           0.0076505,           0.0062535,             0.99601,                   1,               0.995,             0.68252,             0.02603,           0.0039109,           0.0034403,           0.0059246,           0.0059246,           0.0059246
                 255,            0.038935,            0.007858,           0.0069196,             0.99841,                   1,               0.995,             0.61687,            0.029165,           0.0039058,           0.0034571,           0.0058995,           0.0058995,           0.0058995
                 256,            0.034319,           0.0068131,           0.0069613,             0.99179,                   1,               0.995,             0.72004,            0.022303,            0.003723,           0.0035658,           0.0058744,           0.0058744,           0.0058744
                 257,            0.029626,           0.0070763,           0.0054175,             0.99931,                   1,               0.995,             0.74771,            0.023786,           0.0037445,           0.0036172,           0.0058492,           0.0058492,           0.0058492
                 258,            0.032961,           0.0073008,           0.0057365,             0.99923,                   1,               0.995,             0.73801,            0.024858,           0.0037738,           0.0036437,           0.0058241,           0.0058241,           0.0058241
                 259,            0.032994,           0.0078093,            0.005936,             0.93773,                   1,             0.97608,             0.69668,             0.02401,           0.0037624,            0.003687,            0.005799,            0.005799,            0.005799
                 260,            0.030185,           0.0070119,           0.0059702,             0.99925,             0.99996,               0.995,             0.72773,              0.0222,           0.0036374,           0.0037464,           0.0057739,           0.0057739,           0.0057739
                 261,            0.027865,           0.0073948,           0.0098373,             0.99883,                   1,               0.995,             0.72624,             0.02296,           0.0036259,           0.0037252,           0.0057488,           0.0057488,           0.0057488
                 262,            0.033741,            0.007367,           0.0088485,             0.99792,             0.99993,               0.995,             0.72551,            0.025247,           0.0036656,            0.003702,           0.0057238,           0.0057238,           0.0057238
                 263,            0.032913,           0.0071624,           0.0059814,             0.99346,                   1,               0.995,             0.71165,            0.023556,           0.0035696,           0.0036154,           0.0056987,           0.0056987,           0.0056987
                 264,            0.027449,           0.0069427,            0.009258,             0.99673,                   1,               0.995,             0.75415,            0.021032,           0.0035119,           0.0035722,           0.0056736,           0.0056736,           0.0056736
                 265,            0.030031,           0.0073282,           0.0065398,             0.99685,                   1,               0.995,             0.66079,            0.027298,           0.0036699,           0.0035014,           0.0056486,           0.0056486,           0.0056486
                 266,            0.034545,           0.0071715,           0.0080178,             0.99569,                   1,               0.995,             0.73151,            0.023425,           0.0036096,           0.0035214,           0.0056236,           0.0056236,           0.0056236
                 267,            0.038047,           0.0075053,           0.0056773,             0.99597,                   1,               0.995,             0.72524,            0.025533,           0.0036115,           0.0035471,           0.0055986,           0.0055986,           0.0055986
                 268,            0.033077,           0.0075845,           0.0096729,              0.9953,             0.98148,             0.99333,             0.75719,            0.023669,           0.0035925,           0.0036185,           0.0055736,           0.0055736,           0.0055736
                 269,            0.030225,           0.0067441,           0.0099464,              0.9956,                   1,               0.995,             0.71299,            0.021643,           0.0035304,           0.0036513,           0.0055486,           0.0055486,           0.0055486
                 270,            0.027513,           0.0066834,           0.0047403,             0.99746,                   1,               0.995,             0.72223,            0.019753,            0.003506,           0.0036801,           0.0055236,           0.0055236,           0.0055236
                 271,            0.029575,           0.0071469,            0.012267,             0.99929,                   1,               0.995,             0.63749,            0.026922,           0.0036633,           0.0036252,           0.0054987,           0.0054987,           0.0054987
                 272,            0.031738,           0.0064186,           0.0070909,             0.99933,                   1,               0.995,             0.79612,            0.020277,           0.0035344,            0.003665,           0.0054737,           0.0054737,           0.0054737
                 273,            0.030859,           0.0079841,            0.010943,             0.99884,                   1,               0.995,                0.66,              0.0261,           0.0036456,           0.0036357,           0.0054488,           0.0054488,           0.0054488
                 274,            0.031288,           0.0067126,           0.0060849,             0.99917,             0.99995,               0.995,             0.79259,            0.018659,           0.0035404,           0.0036817,            0.005424,            0.005424,            0.005424
                 275,            0.027899,           0.0071669,           0.0062256,             0.99827,                   1,               0.995,             0.73634,            0.020244,           0.0035445,           0.0036012,           0.0053991,           0.0053991,           0.0053991
                 276,            0.025935,           0.0073339,           0.0051895,             0.99753,             0.99997,               0.995,             0.77344,            0.019622,           0.0034928,           0.0034835,           0.0053743,           0.0053743,           0.0053743
                 277,            0.030146,            0.007611,           0.0046505,             0.99813,                   1,               0.995,             0.68946,            0.021386,           0.0034938,           0.0033887,           0.0053495,           0.0053495,           0.0053495
                 278,             0.02854,           0.0069219,           0.0043844,             0.99782,             0.99996,               0.995,             0.76122,            0.020363,           0.0034487,            0.003311,           0.0053247,           0.0053247,           0.0053247
                 279,            0.026428,           0.0059166,           0.0041548,             0.96528,             0.99996,             0.98613,             0.71346,            0.023608,           0.0034994,           0.0032076,           0.0052999,           0.0052999,           0.0052999
                 280,            0.030291,           0.0066398,           0.0059177,             0.99792,                   1,               0.995,              0.7503,            0.020415,            0.003388,           0.0031904,           0.0052752,           0.0052752,           0.0052752
                 281,            0.027641,           0.0072218,           0.0043452,              0.9645,                   1,             0.98767,             0.71677,            0.023261,           0.0034849,           0.0031374,           0.0052505,           0.0052505,           0.0052505
                 282,            0.026764,           0.0068574,           0.0047216,             0.99722,                   1,               0.995,             0.74798,             0.01933,           0.0033535,           0.0031276,           0.0052258,           0.0052258,           0.0052258
                 283,            0.027314,           0.0059128,           0.0044907,             0.99706,                   1,               0.995,             0.72668,            0.023881,           0.0034757,           0.0030696,           0.0052012,           0.0052012,           0.0052012
                 284,            0.028945,           0.0056806,           0.0057418,             0.97938,                   1,             0.99412,             0.75203,            0.020661,           0.0033983,           0.0030658,           0.0051765,           0.0051765,           0.0051765
                 285,            0.032369,           0.0065088,           0.0044795,             0.99797,                   1,               0.995,             0.68481,            0.024784,           0.0035105,           0.0030295,            0.005152,            0.005152,            0.005152
                 286,            0.028382,           0.0060181,           0.0060407,             0.99836,                   1,               0.995,             0.77112,            0.018487,           0.0033243,           0.0031048,           0.0051274,           0.0051274,           0.0051274
                 287,            0.024282,            0.006385,           0.0064199,             0.99746,             0.99994,               0.995,             0.71989,            0.021423,           0.0033526,           0.0031268,           0.0051029,           0.0051029,           0.0051029
                 288,            0.026741,           0.0067062,           0.0048827,             0.99701,                   1,               0.995,             0.78064,            0.020703,           0.0033162,           0.0031787,           0.0050784,           0.0050784,           0.0050784
                 289,            0.027441,           0.0071452,           0.0050362,             0.99731,                   1,               0.995,              0.7069,            0.020871,           0.0033612,           0.0031918,            0.005054,            0.005054,            0.005054
                 290,            0.027123,           0.0068849,            0.006571,             0.99688,                   1,               0.995,             0.75056,            0.021749,           0.0033594,           0.0032382,           0.0050296,           0.0050296,           0.0050296
                 291,            0.029482,           0.0071992,           0.0064794,             0.99803,             0.99998,               0.995,             0.69391,            0.022124,           0.0034074,           0.0032518,           0.0050052,           0.0050052,           0.0050052
                 292,            0.028858,           0.0058324,           0.0067146,             0.99877,                   1,               0.995,             0.77737,            0.019914,           0.0034115,           0.0033666,           0.0049809,           0.0049809,           0.0049809
                 293,            0.025324,            0.006982,           0.0063055,             0.99301,             0.99992,               0.995,             0.75665,            0.019226,           0.0033936,           0.0035541,           0.0049566,           0.0049566,           0.0049566
                 294,            0.026147,           0.0079558,           0.0072331,             0.99212,                   1,               0.995,             0.80365,            0.019519,           0.0034092,           0.0036958,           0.0049324,           0.0049324,           0.0049324
                 295,            0.025284,           0.0074072,           0.0085439,             0.99678,                   1,               0.995,             0.77771,            0.018676,           0.0033842,           0.0032991,           0.0049082,           0.0049082,           0.0049082
                 296,            0.023952,           0.0063305,           0.0062297,             0.99676,                   1,               0.995,              0.7821,            0.020344,           0.0034093,           0.0032425,            0.004884,            0.004884,            0.004884
                 297,            0.024792,           0.0060522,           0.0055983,             0.99764,                   1,               0.995,             0.79355,            0.017365,           0.0032889,           0.0031954,           0.0048599,           0.0048599,           0.0048599
                 298,            0.023191,            0.006542,           0.0052256,             0.99853,                   1,               0.995,             0.75249,            0.018125,           0.0033254,           0.0031516,           0.0048359,           0.0048359,           0.0048359
                 299,            0.023216,           0.0066567,           0.0050711,             0.99909,                   1,               0.995,             0.81032,            0.017715,           0.0032903,           0.0031018,           0.0048118,           0.0048118,           0.0048118
                 300,            0.025823,           0.0065028,           0.0049378,              0.9993,                   1,               0.995,             0.76891,            0.019707,           0.0033551,           0.0030495,           0.0047879,           0.0047879,           0.0047879
                 301,             0.02647,           0.0068919,           0.0056188,             0.99927,                   1,               0.995,             0.76247,            0.018642,           0.0032703,           0.0030192,           0.0047639,           0.0047639,           0.0047639
                 302,            0.025754,           0.0069661,           0.0050046,             0.99895,                   1,               0.995,             0.74946,            0.021371,           0.0033466,           0.0029982,           0.0047401,           0.0047401,           0.0047401
                 303,            0.025445,           0.0071605,           0.0052707,             0.99937,                   1,               0.995,             0.77249,            0.018042,           0.0031995,           0.0030121,           0.0047162,           0.0047162,           0.0047162
                 304,            0.028733,           0.0058308,           0.0053372,             0.99844,                   1,               0.995,             0.71313,            0.024698,           0.0034775,           0.0030237,           0.0046924,           0.0046924,           0.0046924
                 305,            0.026815,           0.0062731,             0.00626,             0.99849,                   1,               0.995,             0.78271,            0.018932,           0.0033072,           0.0030719,           0.0046687,           0.0046687,           0.0046687
                 306,            0.026261,           0.0065837,           0.0057488,             0.99862,                   1,               0.995,             0.69252,            0.022865,           0.0034552,           0.0031034,            0.004645,            0.004645,            0.004645
                 307,            0.024552,           0.0058889,           0.0041008,             0.99828,                   1,               0.995,             0.76005,            0.017732,           0.0033024,           0.0031231,           0.0046214,           0.0046214,           0.0046214
                 308,            0.024331,           0.0058412,           0.0068318,             0.99873,                   1,               0.995,             0.76077,            0.020486,           0.0034384,           0.0031245,           0.0045979,           0.0045979,           0.0045979
                 309,            0.028854,           0.0061651,           0.0091519,             0.99891,                   1,               0.995,             0.75281,            0.020516,           0.0033707,           0.0031233,           0.0045744,           0.0045744,           0.0045744
                 310,            0.026631,           0.0069762,           0.0065464,             0.99908,                   1,               0.995,             0.77834,            0.018167,           0.0033723,           0.0031291,           0.0045509,           0.0045509,           0.0045509
                 311,            0.027914,           0.0057802,           0.0038847,             0.99909,                   1,               0.995,             0.75234,             0.02087,           0.0034271,            0.003118,           0.0045275,           0.0045275,           0.0045275
                 312,            0.025767,            0.006712,           0.0051049,             0.99902,                   1,               0.995,             0.77303,            0.018273,           0.0033896,           0.0031111,           0.0045042,           0.0045042,           0.0045042
                 313,            0.023684,           0.0058054,           0.0039554,             0.99893,                   1,               0.995,             0.74525,            0.019952,           0.0034204,           0.0030949,           0.0044809,           0.0044809,           0.0044809
                 314,            0.026695,           0.0068747,           0.0037644,             0.99864,                   1,               0.995,             0.74982,            0.018334,           0.0034503,           0.0030311,           0.0044577,           0.0044577,           0.0044577
                 315,            0.027521,            0.006166,           0.0043964,             0.99632,                   1,               0.995,             0.77767,            0.021174,           0.0034826,           0.0029995,           0.0044345,           0.0044345,           0.0044345
                 316,            0.025763,           0.0061483,            0.006104,             0.99712,                   1,               0.995,              0.7345,            0.021426,           0.0035271,            0.002974,           0.0044114,           0.0044114,           0.0044114
                 317,            0.025268,           0.0054676,           0.0041595,              0.9974,                   1,               0.995,             0.79081,            0.017411,           0.0033937,           0.0029691,           0.0043884,           0.0043884,           0.0043884
                 318,            0.026064,           0.0056327,           0.0050159,             0.99759,                   1,               0.995,             0.80898,            0.016539,           0.0032966,           0.0029549,           0.0043654,           0.0043654,           0.0043654
                 319,            0.024976,           0.0061519,           0.0044115,             0.99756,                   1,               0.995,             0.74076,            0.020771,           0.0034073,           0.0029403,           0.0043425,           0.0043425,           0.0043425
